number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
6614,Автобус,Остановка,"СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","Комендантский пр., Ильюшина ул.","127,135,К-158,171, 002,С-5,К-23,К-91,К-91А,134Ш,К-168,171А,199 ","60.008819,30.257866"
6615,Автобус,Остановка,"СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","Уточкина ул., Испытателей пр.","134Б,170,180,182, 002,38,К-76,79,К-91А,134,134А,К-179,193,194,К-232,К-308 ","60.008945,30.261151"
6616,Автобус,Остановка,"СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","СТ. МЕТРО ""КОМЕНДАНТСКИЙ ПРОСПЕКТ""","Уточкина улица, Уточкина ул.","134А,170,180,182,194, 002,С-5,38,К-76,79,85,К-91А,122,127,135,171,К-179,193,К-232,К-308,К-372 ","60.008803,30.262098"
6617,Автобус,Остановка,"СТ. МЕТРО ""КРЕСТОВСКИЙ ОСТРОВ""","СТ. МЕТРО ""КРЕСТОВСКИЙ ОСТРОВ""","Рюхина улица, Морской проспект","25А, 14,14-А,14-Б,К-131,199 ","59.971615,30.258858"
6618,Автобус,Остановка,"СТ. МЕТРО ""КРЕСТОВСКИЙ ОСТРОВ""","СТ. МЕТРО ""КРЕСТОВСКИЙ ОСТРОВ""","Морской проспект, Рюхина улица","10,25,25А,46, С-5,6А,10 А,14,41,42,46А,46Б,К-127,К-131,135,135А,180,199 ","59.971197,30.259084"
6619,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""","Балканская площадь, улица Ярослава Гашека",50.74,"59.829263,30.380066"
6620,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""","Ярослава Гашека ул., Малая Балканская ул.","2М,2МА,К-16,К-25,К-45,50,К-53а,54,56,К-59,74,96,157,159,К-253,К-383, 00,0,0001,СП01,2МБ,С-2,2СП,00025,53,К-53,54А,56А СП,К-56,56Х,59,74А СП,К-82,88,К-96,120,К-139,202,К-202,326,К-388,К-418 ","59.829263,30.380336"
6621,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""",Витебский пр.,"63,72,К-151,186,190,196,197,К-216,К-217,К-345,К-350,К-354,388, 0,34,К-174,179,186сп,192,К-201,К-202,К-286,К-287,К-292,К-296А,326,К-342,К-347,К-418,К-521 ","59.829880,30.374390"
6622,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""",Витебский пр.," К-24,63,72,186,196,К-286,К-292,К-345,К-350,К-354 ","59.829230,30.374050"
6623,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""",Витебский проспект,"63,72,186,190,196,К-202,К-216,К-217,К-286,К-292,388,К-418,К-521, 0,К-174,186сп,К-201,К-287,К-293,К-296А,326,К-342,К-347,К-350,К-354 ","59.829510,30.373887"
6624,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""","Балканская улица, Балканская площадь",50,"59.829570,30.381380"
6625,Автобус,Остановка,"СТ. МЕТРО ""КУПЧИНО""","СТ. МЕТРО ""КУПЧИНО""","Балканская площадь, ул. Ярослава Гашека","2М,2МА,50,53,К-53,54,56,К-56,74,К-82,96,К-96,157,159,К-246,К-250,326,К-388, 00,0001,СП01,2МБ,С-2,2СП,СП007,К-16,К-25,К-45,К-53а,54А,56А СП,56Х,59,К-59,74А СП,120,К-139,202,К-202,К-253,К-383 ","59.829570,30.381020"
6626,Автобус,Остановка,"СТ. МЕТРО ""ЛАДОЖСКАЯ""","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Энергетиков пр.","4М,4МА,24,27, 1СП,4М/,4МБ,С-4,15,21,24А,27сп,30,46,55,77,92,К-95,К-118,К-167,168,К-187,К-401 ","59.933263,30.434273"
6627,Автобус,КП,"СТ. МЕТРО ""ЛАДОЖСКАЯ""","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Зольная ул.","5,21,30,77,82,92,К-95,123,168, 000,К-5,8ТМ,К-17,К-21,30 А,К-32,46,55,77Х,К-92,К-123,138 ","59.932778,30.440556"
6628,Автобус,Остановка,"СТ. МЕТРО ""ЛАДОЖСКАЯ""","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Энергетиков пр.","4М,4МА,5,21,К-21,24,27,К-77,82,К-92,123,168, 000,1СП,4М/,4МБ,С-4,К-5,8ТМ,К-17,24А,27сп,30,К-32,46,55,К-64,77,92,К-95,К-123,138 ","59.933522,30.436879"
6629,Автобус,Остановка,"СТ. МЕТРО ""ЛАДОЖСКАЯ""","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Энергетиков пр.","30,77,92, 15,27,30 А,77Х,К-95,К-118,К-167,К-187,К-322,К-369,К-401 ","59.933709,30.437808"
6630,Автобус,Остановка,"СТ. МЕТРО ""ЛАДОЖСКАЯ"" (ВЫСАДКА)","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Уткин пер.",123,"59.933470,30.440770"
6631,Автобус,КП,"СТ. МЕТРО ""ЛАДОЖСКАЯ"" (ВЫСАДКА)","СТ. МЕТРО ""ЛАДОЖСКАЯ"" (ВЫСАДКА)","проспект Энергетиков, Заневский проспект",30.168,"59.932990,30.435138"
6632,Автобус,КП,"СТ. МЕТРО ""ЛАДОЖСКАЯ"" (ВЫСАДКА/ПОСАДКА)","СТ. МЕТРО ""ЛАДОЖСКАЯ""(ВЫСАДКА/ПОСАДКА)","Зольная ул., Заневский пр."," 5,21,77,82,92,К-95,168 ","59.932006,30.439625"
6633,Автобус,Остановка,"СТ. МЕТРО ""ЛАДОЖСКАЯ"" (ПОСАДКА)","СТ. МЕТРО ""ЛАДОЖСКАЯ""","Заневский пр., Зольная ул."," 5,21,30,82,К-95,168 ","59.931396,30.437601"
6634,Автобус,Остановка,"СТ. МЕТРО ""ЛЕНИНСКИЙ ПР.""","СТ. МЕТРО ""ЛЕНИНСКИЙ ПР.""","Ленинский проспект, бульвар Новаторов","К-35,К-87, 18,26,114,130,К-142,К-224,К-242,К-420 ","59.851970,30.266895"
6635,Автобус,Остановка,"СТ. МЕТРО ""ЛЕНИНСКИЙ ПР."" [114, 130, 142]<","СТ. МЕТРО ""ЛЕНИНСКИЙ ПР.""","Ленинский пр., Новаторов бул.","26,К-43,К-45,К-49,73,114,К-114,130,К-130,К-216,К-217,К-226,К-227,К-246,К-339,К-344, 0,00,0,16,18,18А,К-29,72,114Х,120,130Х,142,К-142,193,К-224,К-333,К-338,К-420 ","59.851679,30.269959"
6636,Автобус,Остановка,"СТ. МЕТРО ""ЛЕНИНСКИЙ ПР."" [142]","СТ. МЕТРО ""ЛЕНИНСКИЙ ПР.""","Ленинский пр., Новаторов бул.",73.142,"59.851957,30.266895"
6637,Автобус,Остановка,"СТ. МЕТРО ""ЛЕСНАЯ""","СТ. МЕТРО ""ЛЕСНАЯ""","Кантемировская ул., Парголовская ул.","К-10,К-17,33,60,137,К-175,185,К-240А,К-240Б,К-369,К-373, 000,00,1МА,1МА.,002,52,60А,К-131,К-149,К-223 ","59.985108,30.344306"
6638,Автобус,Остановка,"СТ. МЕТРО ""ЛЕСНАЯ""","СТ. МЕТРО ""ЛЕСНАЯ""","Лесной пр., ул. Кантемировская","1М,1МА, 00,1МА.,1МБ,С-1,60,77 сп ,86,К-152,165 сп ,К-223,К-373 ","59.985377,30.342214"
6639,Автобус,Остановка,"СТ. МЕТРО ""ЛЕСНАЯ""","СТ. МЕТРО ""ЛЕСНАЯ""","Лесной проспект, ул. Кантемировская","1М,1МА, 00,1МА.,1МБ,С-1,002,52,60,77 сп ,86,К-152,165 сп ,К-240Б,К-367 ","59.984526,30.341925"
6640,Автобус,Остановка,"СТ. МЕТРО ""ЛЕСНАЯ"" [33, 137]","СТ. МЕТРО ""ЛЕСНАЯ""","ул. Кантемировская, ул. Парголовская","К-10,К-17,33,60,137,185,К-369,К-373, 00,000,60А,К-131,К-149,К-240А ","59.985510,30.345330"
6641,Автобус,Остановка,"СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","Лиговский пр., ул. Разъезжая","5М,5Мб, 5Ма,С-5 ","59.921035,30.353919"
6642,Автобус,Остановка,"СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""",,"Лиговский пр., Транспортный пер.","4М,4МБ,5М,5Мб, 4 М,4МА,С-4,5Ма,С-5,СП005,174,191 ","59.921353,30.354796"
6643,Автобус,Остановка,"СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","ул. Разъезжая, ул. Коломенская","4М, 1М,1МБ,4МА,4МБ,С-4,5М,174 ","59.922064,30.351996"
6644,Автобус,Остановка,"СТ. МЕТРО ""ЛИГОВСКИЙ ПР."" [15, 65, 74, 3]","СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","Лиговский пр., Остропольский пер.","3,26,54,65,74,76,91,141, С-5,16А ","59.920518,30.354049"
6645,Автобус,Остановка,"СТ. МЕТРО ""ЛИГОВСКИЙ ПР."" [15, 65, 74, 3]<","СТ. МЕТРО ""ЛИГОВСКИЙ ПР.""","Лиговский пр., Транспортный пер.","3,4МБ,26,54,65,74,76,91,141, 4 М,16А ","59.921606,30.354583"
6646,Автобус,Остановка,"СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""","СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""","Бабушкина ул., Матюшенко пер.","3М,3МБ,5,95,97,118, 00,00,1с,3М/,3МА,С-3,К-5,6 сп ,8,8В,11,12,К-16,К-53а,К-97,118Б,119,К-119,К-135,140,К-239,К-264,К-365,К-409,476,К-476,К-515 ","59.877386,30.442930"
6647,Автобус,Остановка,"СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""","СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""","Бабушкина ул., Полярников ул.","3М,3МБ,8,95,97,118,119,К-119,К-409,476,К-515, 00,00,3М/,3МА,С-3,8 А,8Х,К-16,К-29,56,118А,118Б,К-135,157,180,К-260,К-264,К-476,ночь ","59.878196,30.441268"
6648,Автобус,Остановка,"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","Белы Куна ул., Бухарестская ул.","31,91,95, 00,СП007,11,12,К-12,00025,29,31А,К-31,57,76,116,К-135,141,К-227,К-253,К-339,К-401 ","59.871460,30.380956"
6649,Автобус,Остановка,"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","ул. Бухарестская, ул. Белы Куна","5М,5Мб,29,54,91, 0,00,0001,3СП,5Ма,С-5,12,31,54А,57,57А,59,74,74А СП,76,95,116,К-250,К-401 ","59.871881,30.379804"
6650,Автобус,Остановка,"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","Белы Куна ул., Бухарестская ул.","12,29,31,95, 5М,5Мб,11,К-12,12Х,31А,К-31,54,54А,57А,59,74,91,114,116,К-135,141,159,К-227,К-339 ","59.870872,30.378863"
6651,Автобус,Остановка,"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","улица Белы Куна, Бухарестская улица","12, 12Х,31,56,91,114 ","59.871430,30.380956"
6652,Автобус,Остановка,"СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","СТ. МЕТРО ""МЕЖДУНАРОДНАЯ""","Бухарестская улица, улица Белы Куна","5М,5Мб,54, 00,0,0001,3СП,5Ма,С-5,СП007,12,00025,31,54А,56,57,57А,59,74,74А СП,76,114,116,141,159,К-250,К-253 ","59.870931,30.379924"
6653,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ""","СТ. МЕТРО ""МОСКОВСКАЯ""","ул. Типанова, Демонстрационный проезд","2М,2МА,13А,К-13,31,К-33,39,59,114,130,К-130,141,150,155,156,187,301,К-449, 00,0,00,2МБ,С-2,3,3СП,11,К-11к,13,16,26,К-27,К-29,31А,К-31,К-39,К-43,К-45,К-49,54,64,64А,90,К-114,114Х,130Х,147,К-151,159,К-171Б,193,К-194,К-227,сп228,К-246,К-287,К-290,К-299,К-339,К-342,К-344,К-347 ","59.853470,30.323710"
6654,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ""","СТ. МЕТРО ""МОСКОВСКАЯ""","Типанова ул., Демонстрационный проезд",114,"59.853333,30.323333"
6655,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ""","СТ. МЕТРО ""МОСКОВСКАЯ""","Типанова ул., Московский пр.","2М,2МА,К-43,50,141,К-194,К-403,К-449, 00,00,0,2МБ,С-2,3,3СП,К-11к,13А,16,26,К-27,К-29,31А,К-31,К-33,39,К-45,К-49,54,59,64,90,К-114,130,К-130,130Х,К-151,К-171А,187,К-227,сп228,К-246,К-287,К-290,К-299,К-339,К-342,К-344 ","59.850833,30.322778"
6656,Автобус,КП,"СТ. МЕТРО ""МОСКОВСКАЯ""","СТ. МЕТРО ""МОСКОВСКАЯ""","Московская площадь, Московский проспект",130,"59.850821,30.322622"
6657,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ"" [114]","СТ. МЕТРО ""МОСКОВСКАЯ""","улица Типанова, Московский проспект","31,114, 13,13А,64А,90,114Х,150,155,156 ","59.850751,30.322769"
6658,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ"" [3, 11, 13, 13А, 31, Э, 39, 90, 187, 39]","СТ. МЕТРО ""МОСКОВСКАЯ""","Московский пр., Алтайская ул.","3,11,13,13А,39,39э,59,90,141,150,155,156,187,187А,301,К-449, 0,0,S1,К-3,S11,К-11к,К-13,К-33,39А,К-39,147,193,К-213,К-290,К-350,  ","59.849818,30.321869"
6659,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКАЯ"" [3, 11, 13, 13А, 31, Э, 39, 90, 187, 39]<","СТ. МЕТРО ""МОСКОВСКАЯ""","Московский пр., Алтайская ул."," 3,11,39,39А,59,141,156,187 ","59.848687,30.321977"
6660,Автобус,Остановка,"СТ. МЕТРО ""МОСКОВСКИЕ ВОРОТА""","СТ. МЕТРО ""МОСКОВСКИЕ ВОРОТА""","Московский пр., Лиговский пр."," 3,К-24,26,39А,К-59,К-135,К-250,К-345 ","59.891513,30.318456"
6661,Автобус,Остановка,"СТ. МЕТРО ""НЕВСКИЙ ПР.""","СТ. МЕТРО ""НЕВСКИЙ ПР.""","Невский пр., Малая Конюшенная ул.","3,3М,3МБ,4М,4МБ,5М,5Мб,7,22,24,27,191, 000,1,2М,2МА,С-2,3МА,С-3,4МА,5Ма,С-5,7А,10,24А,27сп,39А,70,135,135А,191А,191сп ","59.935367,30.324837"
6662,Автобус,Остановка,"СТ. МЕТРО ""НЕВСКИЙ ПР."" [3, 7, 22, 27, 24]","СТ. МЕТРО ""НЕВСКИЙ ПР.""","Невский пр., Думская ул.","3,3М,3МБ,7,22,24,27,191, 000,С-2,3МА,С-3,Ц 3,5М,7А,10,24А,27сп,46А,135,135А,191А,191сп ","59.935079,30.329167"
6663,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Новочеркасский пр., Заневский пр.","5,К-6,132,174, 00,К-5,10а,46,К-83,К-95,К-118,123,К-156,191,К-254,К-269,К-289,К-401,1946 ","59.930215,30.411215"
6664,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Заневский пр., Стахановцев ул.","4М,4МА,24,27,132,191, 000,1СП,4М/,4МБ,С-4,5,15,21,24А,27сп,30,46,55,77,92,105,136,К-156,168,174,181,К-187,191А,191сп,К-209,К-289 ","59.928610,30.409103"
6665,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Новочеркасский пр., Заневский пр.","5,191, 00,К-5,К-6,8,24,27,46,55,К-83,132,174,191А,191сп,К-254,К-269,К-401,1946 ","59.928363,30.411980"
6666,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Заневский пр., Новочеркасский пр.","4М,4МА,24,27,174,К-401, 000,4М/,4МБ,С-4,5,10а,15,24А,27сп,46,55,92,К-95,105,К-118,123,132,136,181,К-187,191 ","59.929162,30.413619"
6667,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ"" [174, 132]","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Заневский пр., Новочеркасский пр."," 27,К-401 ","59.929475,30.413535"
6668,Автобус,Остановка,"СТ. МЕТРО ""НОВОЧЕРКАССКАЯ"" [5]<","СТ. МЕТРО ""НОВОЧЕРКАССКАЯ""","Новочеркасский пр., Заневский пр.",191,"59.928243,30.412323"
6669,Автобус,Остановка,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","Обводного канала наб., Воронежская ул.","65, 3,26 ","59.915203,30.348036"
6670,Автобус,Остановка,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","Лиговский пр., ул. Тюшина","5М,5Мб, 5Ма,191 ","59.916481,30.351695"
6671,Автобус,Остановка,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ"" [3, 15, 74]","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","Лиговский пр., Обводного канала наб.","3,26,54,74,76,91,141, С-5,СП005,16А ","59.914355,30.350167"
6672,Автобус,Остановка,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ"" [3, 15, 74]<","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","Лиговский пр., Обводного канала наб.","3,26,54,91,141, 5М,5Мб,СП005,16А,74,76 ","59.914441,30.350058"
6673,Автобус,Остановка,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ"" [74]","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","Обводного канала наб., Лиговский пр.","5М,5Мб,74,76, 5Ма,С-5,16А,27,58,65,191 ","59.914673,30.351314"
